course_id,keyword,rank,page_number,url,title,description,content,duration,skill_level,release_date,views,category,sub_category,author,author_profile
737803,python,78,2,https://www.lynda.com/Sketch-tutorials/Designing-Neural-Networks-AI-Interfaces/737803-2.html,Designing for Neural Networks and AI Interfaces,"Learn how to design user experiences that use artificial intelligence and neural networks to display customized, curated results.","Learn how generate dynamically customized user experiences by leveraging artificial intelligence (AI) and neural networks. Instructor Emmanuel Henri starts the course by explaining AI, machine learning, and deep learning. Next, he shares how neural networks can enhance a user experience. He discusses the design process—identifying a problem and exploring the inputs and data sets that could be leveraged to address the problem. Then, he covers how to work with neurons, features, and models. Additionally, he shows the steps involved in designing a custom neural network. Topics include: Improving UX using AI and ML Designing an interface Solving problems through design Defining inputs Working with neurons and synapses Designing a custom neural network",24m 11s,Intermediate,9/14/2018,"3,782",Web,Interaction Design,Emmanuel Henri,https://www.lynda.com/Emmanuel-Henri/6037653-1.html
667370,python,79,2,https://www.lynda.com/Software-Development-tutorials/Developer-Career-Paths-Certifications/667370-2.html,Developer Career Paths and Certifications,Find the IT career that's right for you. Explore different job options in IT—from data science to programming—and learn what each position actually entails.,"Information technology (IT) has changed the way we approach ordinary tasks—from settling the bill at restaurants to driving—and more industries than ever are leveraging IT to work smarter. As companies strive to keep up with the times, the number of available tech jobs has grown exponentially. It's a great time to launch a career in this ever-changing field. But with so many options to choose from, how do you determine which path is right for you? In this course, Jungwoo Ryoo shines a spotlight on a variety of careers in software engineering, system administration, cybersecurity, and data science. Jungwoo breaks down what each job actually entails, shares practical tips that can help you break into the career of your choice, and discusses relevant certifications. Topics include: Technical preparation for IT career paths Importance of soft skills Software engineering career options Careers in system administration Working in cybersecurity Careers in data science Working with machine learning Pursuing certifications Preparation tips",1h 18m,Beginner,9/14/2018,"33,682",Developer,Programming Languages,Jungwoo Ryoo,https://www.lynda.com/Jungwoo-Ryoo/3280559-1.html
724795,python,80,2,https://www.lynda.com/Jenkins-tutorials/Running-Jenkins-AWS/724795-2.html,Running Jenkins on AWS,"Learn how to run Jenkins on Amazon Web Services. Find out how to move a Jenkins instance to the cloud, connect with webhooks, deploy to Elastic Beanstalk, and configure resources.","Learn how to create and move a master instance of Jenkins to the cloud-based servers of AWS (Amazon Web Services). This course covers steps for setting up, connecting with webhooks, using a deployment service, and shutting down AWS resources. First, see how to create a master instance of Jenkins, including how to configure services and manage credentials. Next, find out how add roles and security groups. Then, watch how to deploy using Elastic Beanstalk. Finally, learn about stopping or removing AWS resources. Topics include: Creating a Jenkins master instance Installing Java, Jenkins, and NGINX Creating SMTP credentials for SES Planning a build environment Creating roles, groups, and key pairs Creating a build server Connecting a master instance to a build server Planning a CI/CD pipeline Creating a GitHub repository for application code Deploying to Elastic Beanstalk from GitHub Adding email notifications Removing AWS resources",1h 49m,Intermediate,9/12/2018,"3,286",Developer,Development Tools,Michael Jenkins,https://www.lynda.com/Michael-Jenkins/12171574-1.html
734646,python,82,3,https://www.lynda.com/Azure-tutorials/Azure-Machine-Learning-Development-3-Deploying-Managing-Models/734646-2.html,Azure Machine Learning Development: 3 Deploying and Managing Models,"Learn how to deploy and manage machine learning models in Azure Machine Learning Studio. Discover how to deploy, scale, and manage your trained models in production scenarios.","Azure Machine Learning Studio brings the power of AI into the professional developer's hands. In this course, learn how to deploy and manage models in Azure Machine Learning Studio. Instructor Sahil Malik picks up from earlier Azure Machine Learning Development courses and dives directly into the more advanced topics of deploying, scaling, logging, and managing your trained models in production scenarios. Learn how to deploy an experiment as a web service, make your service available globally, enable and view logs, use machine learning with API management, and more. Topics include: Creating a machine learning workspace Creating and training an experiment Creating a predictive experiment Deploying an experiment as a web service Enabling logging Viewing logs for diagnostic purposes Scale and geographic deployment of your service Using machine learning with API management",50m 4s,Intermediate,9/11/2018,"1,351",Developer,Cloud Computing,Sahil Malik,https://www.lynda.com/Sahil-Malik/10902339-1.html
737783,python,83,3,https://www.lynda.com/TensorFlow-tutorials/Learning-TensorFlow-JavaScript/737783-2.html,Learning TensorFlow with JavaScript,Get introduced to TensorFlow and machine learning. Learn how you can leverage your JavaScript skills to create a machine learning project.,"JavaScript developers can use the TensorFlow framework to create a machine learning (ML) project. This course introduces you to ML basics, and demonstrates how to set up and use TensorFlow to train a model and generate live results. Emmanuel Henri shows how to create a new project; how to work with different tensor types, variables, models, and layers; how to import a project and explore datasets; how TensorFlow executes model training; how to convert a saved model for the web; and more. Topics include: Using TensorFlow Machine learning (ML) basics Creating a project with TensorFlow Working with tensors and variables TensorFlow ML operations Working with models and layers Importing a project Exploring datasets Training a model Using Python-based models in JS Converting SavedModel to web",57m,Intermediate,9/7/2018,"7,944",IT,Big Data,Emmanuel Henri,https://www.lynda.com/Emmanuel-Henri/6037653-1.html
734649,python,84,3,https://www.lynda.com/course-tutorials/Graphite-Grafana-Visualizing-Application-Performance/734649-2.html,Graphite and Grafana: Visualizing Application Performance,"Learn how to combine StatsD, Graphite, and Grafana to visualize metrics about the performance of your applications.","Get better insights into your back-end performance—whether your applications run on site or in the cloud. StatsD, Graphite, and Grafana are three popular open-source tools used to aggregate and visualize metrics about systems and applications. This course shows how to use them in combination to stay on top of outages, diagnose issues related to database and server performance, and optimize your user experience. Instructor Laura Stone—a senior-level site reliability engineer—explains how to gather app-specific metrics with StatsD, store those metrics efficiently with Graphite, and monitor and beautifully visualize this information with Grafana. Follow along to learn how to install, configure, and use these tools to create informative, useful dashboards that provide insights into multiple applications and systems—deepening your understanding of the performance and business value of your organization's architecture. Topics include: Installing and configuring StatsD Gathering application metrics with StatsD Setting up Graphite and the Graphite-web database Gathering metrics with Graphite Installing Grafana Creating dashboards with Grafana Using Graphite and Grafana together",1h 49m,Intermediate,9/6/2018,"3,003",Developer,Development Tools,Laura Stone,https://www.lynda.com/Laura-Stone/13255475-1.html
699345,python,85,3,https://www.lynda.com/Google-Cloud-tutorials/Data-Science-Google-Cloud-Platform-Designing-Data-Warehouses/699345-2.html,Data Science on Google Cloud Platform: Designing Data Warehouses,Learn how to design and build data warehouses using Google Cloud Platform solutions such as BigQuery.,"Cloud computing brings unlimited scalability and elasticity to data science applications. Expertise in the major platforms, such as Google Cloud Platform (GCP), is essential to the IT professional. This course—one of a series by veteran cloud engineering specialist and data scientist Kumaran Ponnambalam—shows how to design and build data warehouses using GCP. Explore the different types of storage options available in GCP for files, relational data, documents, and big data, including Cloud SQL, Cloud Bigtable, and Cloud BigQuery. Then learn how to use one solution, BigQuery, to perform data storage and query operations, and review advanced use cases, such as working with partition tables and external data sources. Finally, learn best practices for table design, storage and query optimization, and monitoring of data warehouses in BigQuery. Topics include: Options for storing data in Google Cloud Platform Creating data assets in BigQuery Querying data in BigQuery Advanced data warehouse techniques Best practices for data warehouses in GCP",1h,Intermediate,9/7/2018,"5,977",IT,Big Data,Kumaran Ponnambalam,https://www.lynda.com/MuthuKumaran-Ponnambalam/9427389-1.html
731749,python,86,3,https://www.lynda.com/JavaScript-tutorials/Interactive-Animations-CSS-JavaScript/731749-2.html,Interactive Animations with CSS and JavaScript,"Learn how to choose the correct mix of HTML, JavaScript, CSS, and other assets to deliver polished web-based animations.","In a world without Flash, mixed-mode animation is a powerful tool for web designers. This course shows how to choose the correct mix of HTML, JavaScript, CSS, and other assets to deliver polished web-based animations that look great on everything from flat-screen televisions to smartphones. Instructor W. Scott Means focuses on how CSS animations, JavaScript, and SVG can be used to produce sophisticated effects while keeping code complexity to a minimum. As he steps through how to build a dynamic presentation, he covers storyboarding, HTML5 custom elements, working with SVG, DOM manipulation, and more. Topics include: Storyboarding Creating a dynamic layout with flexbox Interactivity with JavaScript Navigating the DOM Adding animation Controlling animations with classes Manipulating SVG with JavaScript Applying CSS to SVG",1h 40m,Intermediate,9/4/2018,"13,977",Web,Web Development,W. Scott Means,https://www.lynda.com/W-Scott-Means/11457394-1.html
737766,python,87,3,https://www.lynda.com/Software-Development-tutorials/Bamboo-Essential-Training/737766-2.html,Bamboo Essential Training,"Learn how to construct a delivery pipeline with Atlassian Bamboo, a sophisticated continuous integration and delivery (CI/CD) server.","By applying continuous integration and delivery (CI/CD) on your projects, you can work more efficiently, quickly identify and deal with bugs, and prevent integration problems. Atlassian Bamboo is a sophisticated CI/CD server that developers and DevOps engineers can use to automatically build and deploy their code. In this course, learn how to construct a delivery pipeline with Bamboo. Instructor Aref Karimi shares how to set up build agents, build and package your code, run unit tests, and deploy your projects. Topics include: Local and cloud build agents Building and packaging your code Running unit tests Inspecting code quality Creating artifacts Continuous delivery Setting the permissions of build and deployment projects Sending out notifications and configuring SMTP in Bamboo Administering Bamboo",5h 15m,Beginner,6/28/2018,"4,857",Developer,Development Tools,Aref Karimi,https://www.lynda.com/Aref-Karimi/1834923249-1.html
664826,python,88,3,https://www.lynda.com/Data-Science-tutorials/Data-Science-Tools-Trade-First-Steps/664826-2.html,Data Science Tools of the Trade: First Steps,"Jump-start your data science career by learning how to install and work with several essential data science tools, including Proxmox, Hadoop, Spark, and Weka.","The explosion of data in recent years has made the field of data science—in which professionals work to glean insights from this abundant information—increasingly more vital. If you're looking to pursue a career or to work with experts in this rapidly-growing field, it's crucial that you familiarize yourself with the tools of the trade. In this course, instructor Jungwoo Ryoo helps to acquaint you with some of the most well-known data science tools in the areas of cloud computing, distributed file storage, distributed processing, and machine learning. Throughout this course, Jungwoo provides coverage of Proxmox, Hadoop, Spark, and Weka, discussing how to install and leverage each tool in your data science workflow. To wrap up, he explains how Hadoop, Spark, and Weka can work collaboratively to produce the best results. Topics include: Enabling technologies in data science Cloud computing and virtualization Installing and working with Proxmox, Hadoop, Spark, and Weka Managing virtual machines on Proxmox Distributed processing with Spark Fundamental applications of machine learning Distributed systems and distributed processing How Hadoop, Spark, and Weka can work together",2h 23m,Beginner,8/30/2018,"14,951",IT,Big Data,Jungwoo Ryoo,https://www.lynda.com/Jungwoo-Ryoo/3280559-1.html
734642,python,89,3,https://www.lynda.com/Azure-tutorials/Azure-Machine-Learning-Development-2-Learning-ML-Studio/734642-2.html,Azure Machine Learning Development: 2 Learning ML Studio,"Learn how to solve complex data analysis challenges—such as multi-class classification—with machine learning, using Azure ML Studio.","You don't need to have an advanced degree to take advantage of artificial intelligence. Azure ML Studio brings custom AI capabilities into any developer's hands. There's no special software or hardware required; all you need is a browser and an Azure account. This course shows how to solve complex data analysis challenges—such as multi-class classification—using Azure ML Studio. Instructor Sahil Malik explains how to clean up your data to meet quality standards, create experiments, evaluate the results, and train and deploy the model as a simple web service that can be called via HTTP. By the end of the training, you'll be familiar with the basic developer tools behind Azure ML Studio and be able to use them to design your own machine learning experiments. Topics include: What is Azure ML Studio? Creating experiments Cleaning data Scoring the model Evaluating the model Deploying and testing the experiment Calling the model using custom code",40m 57s,Beginner,8/28/2018,"3,772",Developer,Cloud Computing,Sahil Malik,https://www.lynda.com/Sahil-Malik/10902339-1.html
696863,python,90,3,https://www.lynda.com/Selenium-tutorials/Selenium-Essential-Training/696863-2.html,Selenium Essential Training,"Learn more about Selenium, including how to improve your use of WebDriver, advanced locators, component interactions, synchronizations, and more.","Take your Selenium framework skills to the next level. In this course, Meaghan Lewis takes you past the basics covered in Learning Selenium, on to intermediate and advanced options. First, Meaghan reviews the fundamentals and shows you how to get the most out of WebDriver. Next, she takes you into the mechanics of advanced locators and interacting with components. Then, she shares how to overcome common synchronization issues. She wraps up by covering workflows and integrations. Topics include: Using browser drivers and WebDriver Inspecting elements Executing JavaScript commands Selecting a locator Combining multiple CSS attributes Using common components Implicit and explicit waits Automating workflows Testing behaviors Using page objects Connecting to GitHub Running on the grid Using cloud-based testing tools",1h 58m,Intermediate,6/20/2018,"46,568",Developer,Development Tools,Meaghan Lewis,https://www.lynda.com/Meaghan-Lewis/11431912-1.html
699344,python,91,3,https://www.lynda.com/course-tutorials/Data-Science-Google-Cloud-Platform-Building-Data-Pipelines/699344-2.html,Data Science on Google Cloud Platform: Building Data Pipelines,Learn how to design and build big data pipelines on Google Cloud Platform.,"Cloud computing brings unlimited scalability and elasticity to data science applications. Expertise in the major platforms, such as Google Cloud Platform (GCP), is essential to the IT professional. This course—one of a series by veteran cloud engineering specialist and data scientists Kumaran Ponnambalam—shows how to use the latest technologies in GCP to build a big data pipeline that ingests, transports, and transforms data entirely in the cloud. Learn how to set up data processing jobs using Apache Beam and Cloud Dataflow. Discover how to leverage Cloud Pub/Sub for stream ingestion and real-time messaging. Finally, find out how to process the stream events in Cloud Dataflow. The course uses an end-to-end use case that shows how to apply the knowledge and best practices from the course in a practical data science workflow. Topics include: GCP products for data pipelines Setting up a pipeline with Apache Beam and Cloud Dataflow Processing data with Beam and Dataflow Ingesting streams with Cloud Pub/Sub Performing stream analysis with Dataflow",1h 7m,Intermediate,8/22/2018,"4,909",IT,Big Data,Kumaran Ponnambalam,https://www.lynda.com/MuthuKumaran-Ponnambalam/9427389-1.html
728399,python,92,3,https://www.lynda.com/course-tutorials/Learning-Cloud-Computing-Serverless-Computing/728399-2.html,Learning Cloud Computing: Serverless Computing,Learn about serverless computing—what it is and why it's important—and find out what platforms like AWS Lambda and Azure Functions have to offer.,Serverless computing allows you to build and run applications and services without having to manage infrastructure. This training course is targeted at IT professionals who need to gain a foundational knowledge of serverless computing—what it is and why it's important—and what's offered by serverless computing technologies like AWS Lambda and Azure Functions. Instructor David Linthicum begins with the basics: what serverless computing is and the problems it can solve. He then runs through demos of both Lambda and Functions and explores effective use cases for serverless computing. Topics include: What is serverless computing? Use cases Platforms: AWS Lambda and Azure Functions Planning and building applications Steps to deployment,1h 21m,Beginner,8/24/2018,"11,245",IT,Cloud Computing,David Linthicum,https://www.lynda.com/David-Linthicum/7508813-1.html
718660,python,93,3,https://www.lynda.com/SQL-tutorials/SQL-Essential-Training/718660-2.html,SQL Essential Training,"Learn how to use SQL to manage your database. This simple, straightforward course provides detailed instructions for creating tables, defining relationships, manipulating strings, and more.","Whatever database application you create—whether it's for bookkeeping, sales, inventory, or even the lowly to-do list—it's all about the data. Completely updated for 2018, SQL Essential Training is designed to help users understand the most common language for database wrangling, SQL. Instructor Bill Weinman teaches all the major features of SQL: creating tables; defining relationships; manipulating strings, numbers, and dates; using triggers to automate actions; and using subselects and views. He offers a solid working knowledge of the language and shows how to retrieve and manage data efficiently. The final chapter includes a real-world example of building a simple and complete database application using SQL. Topics include: Understanding SQL terminology and syntax Creating new tables Inserting and updating data Writing basic SQL queries Sorting and filtering Accessing related tables with JOIN Working with strings Understanding numeric types Using aggregate functions and transactions Automating data with triggers Creating views Defining functions in PHP",3h 17m,Beginner,7/2/2018,"350,735",Developer,Databases,Bill Weinman,https://www.lynda.com/Bill-Weinman/23-1.html
713387,python,94,3,https://www.lynda.com/course-tutorials/Web-Servers-APIs-using-C/713387-2.html,Web Servers and APIs using C++,Learn how to build data-driven websites and make RESTful API calls using C++.,"C++ has re-emerged as a go-to language for developing high-performance websites and web applications. C++ compiles to machine code, making it faster to start up and execute. For users, this means less time waiting for a site to render. This course teaches developers how to build a website powered by a MongoDB database and deploy it with a Heroku cloud server, all with C++. Instructor Troy Miles—a senior software developer—shows how to build and deliver HTML webpages; upload, download, and parse JSON data; make RESTful API calls; and even do real-time communication using WebSockets. Along the way, he shows how to resolve one of the main challenges of C++ web development—a complex toolchain that must be synced in development and production—using Docker containers. Topics include: Working with Crow, the C++ micro web framework Deploying containers to Heroku Building websites and webpages Accessing data from a database Accessing data via RESTful APIs Creating API endpoints Running WebSockets on Heroku",2h 34m,Intermediate,8/23/2018,"6,504",Developer,Programming Languages,Troy Miles,https://www.lynda.com/Troy-Miles/2324017-1.html
724790,python,95,3,https://www.lynda.com/course-tutorials/Nginx-High-Performance-Servers/724790-2.html,Learning NGINX,"Learn how to set up a high-performance architecture with NGINX, the industry-standard, open-source web server.","Set up high-performance architecture with NGINX, the industry-standard, open-source web server. NGINX offers speed unmatched by competitors like Apache, on top of bonus features such as load balancing and HTTP caching. Its rising popularity makes NGINX an indispensable skills for web developers, system administrators, and web technologists of all kinds. This beginner-level LinkedIn Learning training course shows you how to install and configure NGINX on a Linux machine, and set up the rest of the pieces you need for the complete LEMP web development stack. Instructor Michael Jenkins also explores the security features of NGINX, such as password authentication, HTTPS, and SSL certificates, and its capabilities as a reverse proxy and load balancer. Topics include: Installing NGINX on Linux Configuring a virtual host Installing PHP and MariaDB for the LEMP stack Securing sites with NGINX Creating SSL certificates Reverse proxies Load balancing",1h 53m,Intermediate,8/22/2018,"12,438",Developer,Servers,Michael Jenkins,https://www.lynda.com/Michael-Jenkins/12171574-1.html
711823,python,96,3,https://www.lynda.com/course-tutorials/Deploying-Scalable-Machine-Learning-Data-Science/711823-2.html,Deploying Scalable Machine Learning for Data Science,Learn how to use design patterns for scalable architecture and tools such as services and containers to deploy machine learning at scale.,"Machine learning models often run in complex production environments that can adapt to the ebb and flow of big data. The tools and practices that help data scientists rapidly build machine learning models are not sufficient to deploy those models at scale. To deliver scalable solutions, you need a whole new toolset. This course provides data scientists and DevOps engineers with an overview of common design patterns for scalable machine learning architectures, as well as tools for deploying and maintaining machine learning models in production. Instructor Dan Sullivan reviews three technologies that enable scalable machine learning: services that expose models through APIs, containers for deploying models, and orchestration tools like Kubernetes that help manage containers and clusters. Plus, get tips for monitoring the performance of your services in production environments. Topics include: Defining scalability Tools and techniques for scalable machine learning Architecture design patterns for scalable systems Machine learning models as services Containerizing models Kubernetes for container orchestration Monitoring performance Best practices for scaling machine learning models",1h 43m,Intermediate,8/17/2018,"6,321",IT,Big Data,Dan Sullivan,https://www.lynda.com/Dan-Sullivan/7382682-1.html
696860,python,97,3,https://www.lynda.com/iOS-tutorials/Machine-Learning-iOS-Developers/696860-2.html,Machine Learning for iOS Developers,"Get started with machine learning and the Core ML framework, and learn how to build your own custom machine learning model and integrate it into an iOS app.","Do you want to build custom machine learning models to enhance your iOS apps? Even if you're not a machine learning expert, Core ML makes it easy to integrate an existing machine learning model into an iOS application. And with Turi Create, Apple also provides a Python framework that simplifies the development of custom machine learning models. This course provides an introduction to machine learning and the Core ML framework, and covers how to build your own custom machine learning model and integrate it into an iOS app. Upon wrapping up this course, you will have built an image classifier that can distinguish cats from dogs in a provided picture. Topics include: Using Turi Create to create custom models Getting comfortable with Python Preparing data for Turi Create Creating a machine learning model with Turi Create Implementing an image picker controller Using Core ML and the Vision framework for image classification",1h 25m,Advanced,4/4/2018,"7,598",Developer,Mobile Apps,Brian Advent,https://www.lynda.com/Brian-Advent/9540230-1.html
645050,python,98,3,https://www.lynda.com/course-tutorials/Machine-Learning-AI-Foundations-Classification-Problems/645050-2.html,Machine Learning and AI Foundations: Classification Modeling,Classification methods are among the most important in modern data science. Learn classification strategies and algorithms for machining learning and AI.,"One type of problem absolutely dominates machine learning and artificial intelligence: classification. Binary classification, the predominant method, sorts data into one of two categories: purchase or not, fraud or not, ill or not, etc. Machine learning and AI-based solutions need accurate, well-chosen algorithms in order to perform classification correctly. This course explains why predictive analytics projects are ultimately classification problems, and how data scientists can choose the right strategy (or strategies) for their projects. Instructor Keith McCormick draws on techniques from both traditional statistics and modern machine learning, revealing their strengths and weaknesses. Keith explains how to define your classification strategy, making it clear that the right choice is often a combination of approaches. Then, he demonstrates 11 different algorithms for building out your model, from discriminant analysis to logistic regression to artificial neural networks. Finally, learn how to overcome challenges such as dealing with missing data and performing data reduction. Note: These tutorials are focused on the theory and practical application of binary classification algorithms. No software is required to follow along with the course. Topics include: Why do you need classification? Statistical algorithms versus machine learning algorithms Combining models using ensembles Classification modeling challenges",2h,Intermediate,8/20/2018,"16,031",IT,Big Data,Keith McCormick,https://www.lynda.com/Keith-McCormick/7406206-1.html
753908,python,99,3,https://www.lynda.com/course-tutorials/RHCE-Cert-Prep-Webservers-DNS-using-Apache-Nginx-BIND/753908-2.html,"RHCE Cert Prep: Web Servers and DNS using Apache, NGINX, and BIND","Learn how to configure DNS, Apache, NGINX web servers on Linux—key objectives from the Red Hat Certified Engineer (RHCE) exam.","Study to pass the Red Hat Certified Engineer (RHCE) exam—the benchmark certification for Red Hat Enterprise Linux. This installment of the RHCE Cert Prep series covers web server and DNS configuration and management. Instructor Grant McWilliams shows how to configure a caching-only web server using BIND, the open-source DNS software, and set up and secure an Apache web server. Then he shows how to use basic authentication to create a password-protected website and a private site for group collaboration. Next, learn how to create standard virtual hosts as well as those using nonstandard ports, and secure hosts with SSL and TLS. Finally, get an introduction to NGINX, the open-source web server that's taken world by storm, and find out how to create virtual hosts with this popular Apache alternative. Topics include: Installing DNS clients Using host, nslookup, and dig Name resolution DNS roles Configuring DNS Apache web server features Apache commands and access control Configure Apache and virtual hosts Securing virtual hosts with SSL and TLS Running CGI scripts in Apache Configuring NGINX server blocks",2h 4m,Intermediate,8/20/2018,"5,564",IT,Network Administration,Grant McWilliams,https://www.lynda.com/Grant-McWilliams/7493422-1.html
704137,python,100,3,https://www.lynda.com/course-tutorials/Learning-Elastic-Stack/704137-2.html,Learning the Elastic Stack,"Discover how to set up and use the Elastic Stack to ingest your data, analyze it, and visualize it with charts and graphs.","The Elastic Stack, formerly known as the ELK Stack, offers powerful open-source products that you can use to ingest your data, analyze it, and visualize it with charts and graphs. In this course, learn how to set up and use the Elastic Stack. Discover why the stack might be a smart addition to your environment, as well as how to approach a typical installation. Plus, learn about different elements of the stack—Elasticsearch, Kibana, Logstash, Beats, and X-Pack—explore use cases, and learn how to troubleshoot the stack. Topics include: Why use the Elastic Stack? Installing the stack Working with the components of the stack Querying with Elasticsearch Logs with Logstash Visualizing with Kibana Troubleshooting resources",1h 30m,Intermediate,8/17/2018,"8,262",Developer,Servers,Emmanuel Henri,https://www.lynda.com/Emmanuel-Henri/6037653-1.html
718635,python,101,3,https://www.lynda.com/Cucumber-tutorials/Behavior-Driven-Development/718635-2.html,Behavior-Driven Development,"Learn the basics of behavior-driven development (BDD). Discover how BDD can improve collaboration, refine requirements, and identify defects earlier in the software testing cycle.","Behavior-driven development (BDD) emerged from test-driven development as a process that enhances collaboration with non-technical teams. BDD tests are focused on the user and system behavior, and can clarify details that are often lost during the traditional software development process. This training course teaches the basics of behavior-driven development. Learn how BDD fits in an agile workflow, how to drive BDD process within a team, and the basics of using popular BDD frameworks like Cucumber. Instructor Robin Beck helps you get hands-on with Cucumber and its specification language, Gherkin, providing examples of writing requirements specifications, defining scenarios, setting up failing tests, and optimizing your code to emphasize domain-driven and object-oriented design. He wraps up with some best practices for implementing behavior-driven development and keeping the philosophy—behavior over function—at top of mind. Topics include: What is behavior-driven development? Agile and BDD BDD examples BDD frameworks Defining scenarios Domain modeling Enforcing object-oriented design BDD process: Behavior before function",1h 25m,Beginner,8/17/2018,"11,200",Developer,Development Tools,Robin Beck,https://www.lynda.com/Robin-Beck/9964483-1.html
636129,python,102,3,https://www.lynda.com/Data-Science-tutorials/pandas-Essential-Training/636129-2.html,pandas Essential Training,Discover how to work with the pandas library and tools for data analysis and data structuring.,"pandas is an open-source library that provides high-performance, easy-to-use data structures, and data analysis tools for Python. In this intermediate-level, hands-on course, learn how to use the pandas library and tools for data analysis and data structuring. Instructor Jonathan Fernandes dives into topics such as DataFrames, basic plotting, indexing, and groupby. To help you learn how to work with data more effectively, Jonathan takes you through a series of exercises that are based on the same large, public data set: the Olympic medal winners from 1896 to 2008. Topics include: DataFrames Working with plots Boolean indexing String handling Indexing Grouping data Reshaping Creating your own colormaps",2h 14m,Intermediate,11/3/2017,"144,274",IT,Business Intelligence,Jonathan Fernandes,https://www.lynda.com/Jonathan-Fernandes/10223359-1.html
647673,python,103,3,https://www.lynda.com/Linux-tutorials/Penetration-Testing-Advanced-Kali-Linux/647673-2.html,Penetration Testing: Advanced Kali Linux,"Learn how to use Kali Linux for advanced pen testing, including stealthy testing, privilege escalation, tunneling and exfiltration, and pivoting.","Kali Linux is the pen-testing professional's main tool, and includes many hundreds of modules for scanning, exploitation, payloads, and post exploitation. In this course you can learn how to use Kali for advanced pen testing, including stealthy testing, privilege escalation, tunneling and exfiltration, and pivoting. Learn how to use the basic toolset and extend Kali, integrating native exploits into the Metasploitable environment. Find out how to generate and maintain a variety of shells, including Python and C++, and discover how to collect and use credentials. Get an introduction to the online Hack The Box lab where you can practice your pen-testing skills. Instructor Malcolm Shore focuses on the advanced customization of exploits and achieving root access through a sustainable shell. He has designed the course to help the learner advance as a professional pen tester, and learn key objectives needed to pass the Offensive Security Certified Professional (OSCP) exam. The training will appeal to all ethical hackers and pen testers, as well as general IT professionals. Topics include: Testing with Kali Linux Exploring Kali web shells Using shellcode in exploits Exploiting systems with Python, Perl, C, and C++ Obtaining passwords Targeting Metasploitable Escalating to root End-to-end testing using rejetto, EternalBlue, and Kronos exploits",2h 22m,Intermediate,4/24/2018,"35,339",IT,Security,Malcolm Shore,https://www.lynda.com/Malcolm-Shore/2916700-1.html
751330,python,104,3,https://www.lynda.com/IT-Infrastructure-tutorials/Penetration-Testing-Advanced-Web-Testing/751330-2.html,Penetration Testing: Advanced Web Testing,"Take your pen testing skills to the next level. Learn how to locate and exploit website vulnerabilities with Burp Suite, sqlmap, DIRB, and more.","Websites are one of the most vulnerable pieces of technology since their contents are exposed on the internet. By understanding how attackers locate and exploit these vulnerabilities, you can help build more secure websites and applications. This course shows how to perform advanced web testing using Burp Suite, the professional pen testing framework. Instructor Malcolm Shore also introduces other scanning tools, including Whatweb, Dirbuster, DirScanner, DIRB, and Wfuzz, for finding hidden webpages and other nonstandard attack vectors. Once scanning is complete, you can learn how to zero in on vulnerabilities and intercept messages, integrating tools like sqlmap and Nikto. Then find out how to attack a site using uploaded shell files, SQL injection, and login circumvention. Malcolm shares different approaches for JavaScript, PHP, and Jenkins-based sites, as well as techniques for penetrating content management systems such as WordPress and Joomla. By the end of the course, you should be able to gain access to websites and applications, access data from web servers, use command shells, and perform advanced web testing with Burp Suite and other pen testing tools. Topics include: Identifying websites Busting open websites Enumerating a website Crawling or spidering a website Scanning at scale Finding vulnerabilities with Nikto, Metasploit WMAP, and sqlmap Exploiting Node.js Injecting SQL Using Burp Suite to gain access to accounts Accessing content management systems",2h 35m,Advanced,8/13/2018,"11,465",IT,Security,Malcolm Shore,https://www.lynda.com/Malcolm-Shore/2916700-1.html
672264,python,105,3,https://www.lynda.com/Puppet-tutorials/Puppet-Essential-Training/672264-2.html,Puppet Essential Training,"Take a deep dive into working with Puppet. Explore both core concepts and advanced topics, including how to automate tests using Travis CI and securely separate data from code using Hiera.","Puppet helps to streamline the job of server administration by allowing administrators to standardize infrastructure and keep it in the desired state. In this course, join instructor Josh Samuelson as he takes a deep dive into this IT automation platform, covering both core concepts and advanced topics. Josh explains how to securely separate data from code using Hiera, test using rspec-puppet, automate tests using Travis CI, create a module, and more. Throughout the course, he includes practical exercises that can help you quickly get up to speed with this powerful set of tools. Topics include: Generating a node graph Working with variables and conditionals Setting up a control repo Installing and configuring a webhook Automated testing with Travis CI Encrypting Hiera data with hiera-eyaml Beaker testing Writing a module Reporting Monitoring Puppet in ELK",2h 45m,Intermediate,5/25/2018,"9,463",IT,Network Administration,Josh Samuelson,https://www.lynda.com/Josh-Samuelson/10526839-1.html
